I_SAMPLE_ID,TRIP_CODE,SCIENTIFICNAME,SPCODE,TAXON_COUNT,COMMENTS
3396,ROT20180719,Sardinops sagax,37085002,1,
3396,ROT20180719,Scorpaenidae - undifferentiated,37287900,1,
3399,MAI20181018,Dinolestes lewini,37327002,1,
3399,MAI20181018,Helicolenus spp.,37287918,2,
3399,MAI20181018,Labridae - undifferentiated,37384000,12,
3399,MAI20181018,Lepidotrigla spp.,37288901,1,
3399,MAI20181018,Lophonectes gallus,37460001,2,
3399,MAI20181018,Ophidiidae - undifferentiated,37228961,1,
3399,MAI20181018,Platycephalidae - undifferentiated,37296900,54,
3399,MAI20181018,Pleuronectidae - undifferentiated,37461916,2,
3399,MAI20181018,Sardinops sagax,37085002,24,
3399,MAI20181018,Scorpaenidae - undifferentiated,37287900,6,
3399,MAI20181018,Serranidae subfam. Anthiinae,37311907,22,
3399,MAI20181018,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
3400,MAI20181018,Arnoglossus spp.,37460902,1,
3400,MAI20181018,Emmelichthys nitidus,37345001,3,
3400,MAI20181018,Gymnapistes marmoratus,37287018,1,
3400,MAI20181018,Helicolenus spp.,37287918,2,
3400,MAI20181018,Labridae - undifferentiated,37384000,1,
3400,MAI20181018,Lepidotrigla spp.,37288901,8,
3400,MAI20181018,Lophonectes gallus,37460001,2,
3400,MAI20181018,Myctophidae - undifferentiated,37122000,1,
3400,MAI20181018,Platycephalidae - undifferentiated,37296900,19,
3400,MAI20181018,Pleuronectidae - undifferentiated,37461916,4,
3400,MAI20181018,Sardinops sagax,37085002,5,
3400,MAI20181018,Serranidae subfam. Anthiinae,37311907,15,
3404,ROT20180727,Tripterygiidae - undifferentiated,37415000,1,
3405,ROT20180921,Pomacentridae - undifferentiated,37372000,1,
3405,ROT20180921,Spratelloides robustus,37085003,1,
3407,ROT20181024,Labridae - undifferentiated,37384000,1,
3407,ROT20181024,Mullidae - undifferentiated,37355000,3,
3407,ROT20181024,Myctophidae - undifferentiated,37122000,3,
3407,ROT20181024,Platycephalidae - undifferentiated,37296900,1,
3407,ROT20181024,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
3408,ROT20181024,Callionymidae - undifferentiated,37427917,3,
3408,ROT20181024,Carangidae - undifferentiated,37337000,1,
3408,ROT20181024,Myctophidae - undifferentiated,37122000,3,
3408,ROT20181024,Platycephalidae - undifferentiated,37296900,1,
3408,ROT20181024,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
3409,MAI20181204,Labridae - undifferentiated,37384000,3,
3409,MAI20181204,Monacanthidae - undifferentiated,37465903,1,
3409,MAI20181204,Platycephalidae - undifferentiated,37296900,10,
3409,MAI20181204,Sardinops sagax,37085002,1,
3410,MAI20181204,Clinidae - undifferentiated,37416000,3,
3410,MAI20181204,Dinolestes lewini,37327002,3,
3410,MAI20181204,Labridae - undifferentiated,37384000,15,
3410,MAI20181204,Monacanthidae - undifferentiated,37465903,3,
3410,MAI20181204,Platycephalidae - undifferentiated,37296900,17,
3410,MAI20181204,Scorpaenidae - undifferentiated,37287900,1,
3410,MAI20181204,Serranidae subfam. Anthiinae,37311907,1,
3410,MAI20181204,Sillago flindersi,37330014,1,
3411,NSI20180817,Ammodytidae - undifferentiated,37425000,2,
3411,NSI20180817,Apogonidae - undifferentiated,37327926,1,
3411,NSI20180817,Brama spp.,37342900,1,
3411,NSI20180817,Bregmaceros spp.,37225901,7,
3411,NSI20180817,Callionymidae - undifferentiated,37427917,2,
3411,NSI20180817,Crossorhombus spp.,37460907,2,
3411,NSI20180817,Cynoglossidae - undifferentiated,37463000,1,
3411,NSI20180817,Engraulis australis,37086001,2,
3411,NSI20180817,Engyprosopon spp.,37460908,1,
3411,NSI20180817,Etrumeus teres,37085001,1,
3411,NSI20180817,Gempylidae - undifferentiated,37439918,1,
3411,NSI20180817,Gobiidae - undifferentiated,37428000,2,
3411,NSI20180817,Hoplichthys spp.,37297901,1,
3411,NSI20180817,Howella spp.,37327912,2,
3411,NSI20180817,Labridae - undifferentiated,37384000,1,
3411,NSI20180817,Monacanthidae - undifferentiated,37465903,1,
3411,NSI20180817,Myctophidae - undifferentiated,37122000,1,
3411,NSI20180817,Nemipteridae - undifferentiated,37347000,3,
3411,NSI20180817,Platycephalidae - undifferentiated,37296900,6,
3411,NSI20180817,Scomber australasicus,37441001,17,
3411,NSI20180817,Synodontidae - undifferentiated,37118906,2,
3411,NSI20180817,Tetraodontidae - undifferentiated,37467000,1,
3411,NSI20180817,Trachurus novaezelandiae,37337003,3,
3411,NSI20180817,Triglidae & Peristediidae - undifferentiated,37288000,3,
3412,NSF20180817,Brama spp.,37342900,1,
3412,NSF20180817,Engraulis australis,37086001,2,
3412,NSF20180817,Engyprosopon spp.,37460908,7,
3412,NSF20180817,Etrumeus teres,37085001,1,
3412,NSF20180817,Gobiidae - undifferentiated,37428000,4,
3412,NSF20180817,Labridae - undifferentiated,37384000,11,
3412,NSF20180817,Macroramphosus spp.,37279902,5,
3412,NSF20180817,Monacanthidae - undifferentiated,37465903,1,
3412,NSF20180817,Myctophidae - undifferentiated,37122000,2,
3412,NSF20180817,Nomeidae - undifferentiated,37446000,1,
3412,NSF20180817,Platycephalidae - undifferentiated,37296900,1,
3412,NSF20180817,Sardinops sagax,37085002,8,
3412,NSF20180817,Serranidae subfam. Anthiinae,37311907,3,
3412,NSF20180817,Synodontidae - undifferentiated,37118906,2,
3412,NSF20180817,Trachurus novaezelandiae,37337003,1,
3413,NSI20180718,Ammodytidae - undifferentiated,37425000,1,
3413,NSI20180718,Apogonidae - undifferentiated,37327926,3,
3413,NSI20180718,Astronesthidae - undifferentiated,37108000,1,
3413,NSI20180718,Bregmaceros spp.,37225901,3,
3413,NSI20180718,Callionymidae - undifferentiated,37427917,2,
3413,NSI20180718,Carangidae - undifferentiated,37337000,2,
3413,NSI20180718,Cheilodactylus spp.,37377902,1,
3413,NSI20180718,Creedia spp.,37395901,3,
3413,NSI20180718,Crossorhombus spp.,37460907,2,
3413,NSI20180718,Engraulis australis,37086001,4,
3413,NSI20180718,Engyprosopon spp.,37460908,3,
3413,NSI20180718,Gobiidae - undifferentiated,37428000,1,
3413,NSI20180718,Grammatobothus spp.,37460909,1,
3413,NSI20180718,Labridae - undifferentiated,37384000,10,
3413,NSI20180718,Lethrinus spp.,37351902,2,
3413,NSI20180718,Lutjanidae - undifferentiated,37346932,6,
3413,NSI20180718,Microdesmidae - undifferentiated,37435000,3,
3413,NSI20180718,Monacanthidae - undifferentiated,37465903,1,
3413,NSI20180718,Mullidae - undifferentiated,37355000,2,
3413,NSI20180718,Myctophidae - undifferentiated,37122000,5,
3413,NSI20180718,Nemipteridae - undifferentiated,37347000,3,
3413,NSI20180718,Nomeidae - undifferentiated,37446000,3,
3413,NSI20180718,Pegasus spp.,37309902,2,
3413,NSI20180718,Platycephalidae - undifferentiated,37296900,4,
3413,NSI20180718,Pomacentridae - undifferentiated,37372000,2,
3413,NSI20180718,Scomber australasicus,37441001,3,
3413,NSI20180718,Scorpaenidae - undifferentiated,37287900,3,
3413,NSI20180718,Serranidae subfam. Anthiinae,37311907,24,
3413,NSI20180718,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
3413,NSI20180718,Trachurus novaezelandiae,37337003,22,
3413,NSI20180718,Trichonotus spp.,37394901,1,
3413,NSI20180718,Triglidae & Peristediidae - undifferentiated,37288000,5,
3414,NSF20180718,Bregmaceros spp.,37225901,5,
3414,NSF20180718,Carangidae - undifferentiated,37337000,2,
3414,NSF20180718,Cirrhitidae - undifferentiated,37374000,1,
3414,NSF20180718,Crossorhombus spp.,37460907,6,
3414,NSF20180718,Engraulis australis,37086001,1,
3414,NSF20180718,Etrumeus teres,37085001,4,
3414,NSF20180718,Gobiidae - undifferentiated,37428000,5,
3414,NSF20180718,Grammatobothus spp.,37460909,2,
3414,NSF20180718,Labridae - undifferentiated,37384000,3,
3414,NSF20180718,Lethrinus spp.,37351902,1,
3414,NSF20180718,Macroramphosus spp.,37279902,1,
3414,NSF20180718,Nemipteridae - undifferentiated,37347000,3,
3414,NSF20180718,Nomeidae - undifferentiated,37446000,1,
3414,NSF20180718,Pinguipedidae - undifferentiated,37390000,1,
3414,NSF20180718,Platycephalidae - undifferentiated,37296900,2,
3414,NSF20180718,Pseudorhombus spp.,37460919,1,
3414,NSF20180718,Scomber australasicus,37441001,2,
3414,NSF20180718,Serranidae subfam. Anthiinae,37311907,6,
3414,NSF20180718,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
3414,NSF20180718,Trachurus novaezelandiae,37337003,8,
3414,NSF20180718,Triglidae & Peristediidae - undifferentiated,37288000,9,
3415,NSF20180913,Asterorhombus spp.,37460903,2,
3415,NSF20180913,Callionymidae - undifferentiated,37427917,2,
3415,NSF20180913,Carangidae - undifferentiated,37337000,1,
3415,NSF20180913,Crossorhombus spp.,37460907,1,
3415,NSF20180913,Engyprosopon spp.,37460908,6,
3415,NSF20180913,Gobiidae - undifferentiated,37428000,5,
3415,NSF20180913,Labridae - undifferentiated,37384000,3,
3415,NSF20180913,Lethrinus spp.,37351902,1,
3415,NSF20180913,Nemipteridae - undifferentiated,37347000,5,
3415,NSF20180913,Order Anguilliformes - undifferentiated,37990025,1,
3415,NSF20180913,Ostraciidae - undifferentiated,37466912,1,
3415,NSF20180913,Pegasus spp.,37309902,1,
3415,NSF20180913,Platycephalidae - undifferentiated,37296900,12,
3415,NSF20180913,Platycephalus fuscus,37296004,2,
3415,NSF20180913,Pomacentridae - undifferentiated,37372000,3,
3415,NSF20180913,Sardinops sagax,37085002,1,
3415,NSF20180913,Scorpaenidae - undifferentiated,37287900,2,
3415,NSF20180913,Serranidae subfam. Anthiinae,37311907,1,
3415,NSF20180913,Synodontidae - undifferentiated,37118906,1,
3415,NSF20180913,Trachurus novaezelandiae,37337003,9,
3416,NSI20180913,Bregmaceros spp.,37225901,1,
3416,NSI20180913,Crossorhombus spp.,37460907,2,
3416,NSI20180913,Engraulis australis,37086001,1,
3416,NSI20180913,Engyprosopon spp.,37460908,2,
3416,NSI20180913,Macroramphosus spp.,37279902,1,
3416,NSI20180913,Monacanthidae - undifferentiated,37465903,1,
3416,NSI20180913,Mullidae - undifferentiated,37355000,2,
3416,NSI20180913,Myctophidae - undifferentiated,37122000,1,
3416,NSI20180913,Nemipteridae - undifferentiated,37347000,1,
3416,NSI20180913,Platycephalidae - undifferentiated,37296900,1,
3416,NSI20180913,Trachurus novaezelandiae,37337003,8,
3417,NSI20181023,Antennariidae - undifferentiated,37210915,1,
3417,NSI20181023,Apogonidae - undifferentiated,37327926,1,
3417,NSI20181023,Astronesthidae - undifferentiated,37108000,1,
3417,NSI20181023,Callanthias australis,37311055,1,
3417,NSI20181023,Callionymidae - undifferentiated,37427917,7,
3417,NSI20181023,Carangidae - undifferentiated,37337000,1,
3417,NSI20181023,Chaetodontidae - undifferentiated,37365900,21,
3417,NSI20181023,Cirrhitidae - undifferentiated,37374000,1,
3417,NSI20181023,Decapterus spp.,37337901,8,
3417,NSI20181023,Gonostomatidae - undifferentiated,37106912,1,
3417,NSI20181023,Labridae - undifferentiated,37384000,10,
3417,NSI20181023,Lethrinus spp.,37351902,6,
3417,NSI20181023,Lutjanidae - undifferentiated,37346932,5,
3417,NSI20181023,Monacanthidae - undifferentiated,37465903,1,
3417,NSI20181023,Mullidae - undifferentiated,37355000,7,
3417,NSI20181023,Myctophidae - undifferentiated,37122000,2,
3417,NSI20181023,Nemipteridae - undifferentiated,37347000,3,
3417,NSI20181023,Ostraciidae - undifferentiated,37466912,1,
3417,NSI20181023,Platax spp.,37362902,1,
3417,NSI20181023,Pomacentridae - undifferentiated,37372000,9,
3417,NSI20181023,Pomatomus saltatrix,37334002,1,
3417,NSI20181023,Priacanthidae - undifferentiated,37326000,7,
3417,NSI20181023,Pseudocaranx georgianus,37337062,1,
3417,NSI20181023,Scomber australasicus,37441001,1,
3417,NSI20181023,Scombridae - undifferentiated,37441000,112,
3417,NSI20181023,Scorpaenidae - undifferentiated,37287900,1,
3417,NSI20181023,Serranidae subfam. Anthiinae,37311907,2,
3417,NSI20181023,Serranidae subfam. Epinephelinae,37311908,1,
3417,NSI20181023,Sphyraena spp.,37382901,1,
3417,NSI20181023,Superclass Pisces - undifferentiated,37000000,4,Unidentified as too damaged or unknown
3417,NSI20181023,Triglidae & Peristediidae - undifferentiated,37288000,1,
3418,NSF20181023,Apogonidae - undifferentiated,37327926,5,
3418,NSF20181023,Callionymidae - undifferentiated,37427917,2,
3418,NSF20181023,Chaetodontidae - undifferentiated,37365900,2,
3418,NSF20181023,Chrysophrys auratus,37353001,1,
3418,NSF20181023,Decapterus spp.,37337901,8,
3418,NSF20181023,Engraulis australis,37086001,22,
3418,NSF20181023,Engyprosopon spp.,37460908,14,
3418,NSF20181023,Gobiidae - undifferentiated,37428000,11,
3418,NSF20181023,Holocentridae - undifferentiated,37261000,1,
3418,NSF20181023,Labridae - undifferentiated,37384000,4,
3418,NSF20181023,Lethrinus spp.,37351902,6,
3418,NSF20181023,Lutjanidae - undifferentiated,37346932,38,
3418,NSF20181023,Monacanthidae - undifferentiated,37465903,2,
3418,NSF20181023,Mullidae - undifferentiated,37355000,6,
3418,NSF20181023,Nemipteridae - undifferentiated,37347000,10,
3418,NSF20181023,Nomeidae - undifferentiated,37446000,1,
3418,NSF20181023,Pomatomus saltatrix,37334002,1,
3418,NSF20181023,Scombridae - undifferentiated,37441000,10,
3418,NSF20181023,Scorpaenidae - undifferentiated,37287900,2,
3418,NSF20181023,Serranidae subfam. Anthiinae,37311907,1,
3418,NSF20181023,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
3419,PHB20181120,Acanthopagrus australis,37353004,1,
3419,PHB20181120,Atypichthys strigatus,37361010,14,
3419,PHB20181120,Callionymidae - undifferentiated,37427917,2,
3419,PHB20181120,Chrysophrys auratus,37353001,1,
3419,PHB20181120,Enoplosus armatus,37366001,4,
3419,PHB20181120,Labridae - undifferentiated,37384000,2,
3419,PHB20181120,Monacanthidae - undifferentiated,37465903,2,
3419,PHB20181120,Pempheris spp.,37357903,1,
3419,PHB20181120,Platycephalidae - undifferentiated,37296900,8,
3419,PHB20181120,Platycephalus fuscus,37296004,4,
3419,PHB20181120,Pseudocaranx georgianus,37337062,4,
3419,PHB20181120,Pseudorhombus spp.,37460919,1,
3419,PHB20181120,Sardinops sagax,37085002,2,
3419,PHB20181120,Serranidae subfam. Anthiinae,37311907,1,
3419,PHB20181120,Sillago flindersi,37330014,3,
3419,PHB20181120,Trachurus novaezelandiae,37337003,9,
3419,PHB20181120,Triglidae & Peristediidae - undifferentiated,37288000,6,
3420,PHB20181120,Callionymidae - undifferentiated,37427917,1,
3420,PHB20181120,Chrysophrys auratus,37353001,2,
3420,PHB20181120,Enoplosus armatus,37366001,3,
3420,PHB20181120,Gerres subfasciatus,37349005,1,
3420,PHB20181120,Girella tricuspidata,37361007,10,
3420,PHB20181120,Pempheris spp.,37357903,2,
3420,PHB20181120,Platycephalidae - undifferentiated,37296900,8,
3420,PHB20181120,Platycephalus fuscus,37296004,13,
3420,PHB20181120,Pseudocaranx georgianus,37337062,5,
3420,PHB20181120,Pseudorhombus spp.,37460919,2,
3420,PHB20181120,Sardinops sagax,37085002,2,
3420,PHB20181120,Sillago flindersi,37330014,7,
3420,PHB20181120,Sparidae - undifferentiated,37353000,1,
3420,PHB20181120,Sphyraena spp.,37382901,1,
3420,PHB20181120,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
3420,PHB20181120,Trachurus novaezelandiae,37337003,10,
3420,PHB20181120,Triglidae & Peristediidae - undifferentiated,37288000,12,
3421,ROT20180831,Callionymidae - undifferentiated,37427917,1,
3421,ROT20180831,Engraulis australis,37086001,1,
3421,ROT20180831,Gerres subfasciatus,37349005,1,
3421,ROT20180831,Labridae - undifferentiated,37384000,1,
3421,ROT20180831,Parablennius spp.,37408918,1,
3421,ROT20180831,Percophidae - undifferentiated,37393900,1,
3421,ROT20180831,Platycephalidae - undifferentiated,37296900,1,
3421,ROT20180831,Sardinops sagax,37085002,12,
3421,ROT20180831,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
3421,ROT20180831,Tripterygiidae - undifferentiated,37415000,1,
3422,ROT20180831,Callionymidae - undifferentiated,37427917,1,
3422,ROT20180831,Creedia spp.,37395901,1,
3422,ROT20180831,Etrumeus teres,37085001,1,
3422,ROT20180831,Labridae - undifferentiated,37384000,2,
3422,ROT20180831,Monacanthidae - undifferentiated,37465903,1,
3422,ROT20180831,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
3422,ROT20180831,Syngnathidae - undifferentiated,37282000,1,
3423,PHB20180905,Cepola australis,37380001,3,
3423,PHB20180905,Helicolenus spp.,37287918,2,
3423,PHB20180905,Labridae - undifferentiated,37384000,1,
3423,PHB20180905,Lophonectes gallus,37460001,5,
3423,PHB20180905,Myctophidae - undifferentiated,37122000,5,
3423,PHB20180905,Platycephalidae - undifferentiated,37296900,1,
3423,PHB20180905,Sardinops sagax,37085002,1,
3423,PHB20180905,Trachurus novaezelandiae,37337003,3,
3423,PHB20180905,Triglidae & Peristediidae - undifferentiated,37288000,1,
3424,PHB20180905,Chrysophrys auratus,37353001,1,
3424,PHB20180905,Lophonectes gallus,37460001,2,
3424,PHB20180905,Macroramphosus spp.,37279902,1,
3424,PHB20180905,Pseudocaranx georgianus,37337062,1,
3424,PHB20180905,Sardinops sagax,37085002,2,
3424,PHB20180905,Trachurus novaezelandiae,37337003,8,
3425,PHB20180927,Callionymidae - undifferentiated,37427917,2,
3425,PHB20180927,Centropogon australis,37287048,1,
3425,PHB20180927,Lophonectes gallus,37460001,16,
3425,PHB20180927,Monacanthidae - undifferentiated,37465903,10,
3425,PHB20180927,Myctophidae - undifferentiated,37122000,1,
3425,PHB20180927,Platycephalidae - undifferentiated,37296900,1,
3425,PHB20180927,Platycephalus fuscus,37296004,2,
3425,PHB20180927,Sardinops sagax,37085002,2,
3425,PHB20180927,Scomber australasicus,37441001,7,
3425,PHB20180927,Serranidae subfam. Anthiinae,37311907,2,
3425,PHB20180927,Sillago flindersi,37330014,3,
3425,PHB20180927,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
3425,PHB20180927,Trachurus declivis,37337002,1,
3425,PHB20180927,Trachurus novaezelandiae,37337003,46,
3426,PHB20180927,Callionymidae - undifferentiated,37427917,1,
3426,PHB20180927,Lophonectes gallus,37460001,11,
3426,PHB20180927,Monacanthidae - undifferentiated,37465903,10,
3426,PHB20180927,Platycephalidae - undifferentiated,37296900,1,
3426,PHB20180927,Platycephalus fuscus,37296004,1,
3426,PHB20180927,Scomber australasicus,37441001,4,
3426,PHB20180927,Serranidae subfam. Anthiinae,37311907,2,
3426,PHB20180927,Sillago flindersi,37330014,2,
3426,PHB20180927,Trachurus novaezelandiae,37337003,44,
3426,PHB20180927,Triglidae & Peristediidae - undifferentiated,37288000,1,
3427,ROT20181130,Gerres subfasciatus,37349005,1,
3427,ROT20181130,Labridae - undifferentiated,37384000,6,
3427,ROT20181130,Mullidae - undifferentiated,37355000,4,
3427,ROT20181130,Tripterygiidae - undifferentiated,37415000,10,
3428,ROT20181130,Labridae - undifferentiated,37384000,8,
3428,ROT20181130,Monacanthidae - undifferentiated,37465903,1,
3428,ROT20181130,Tripterygiidae - undifferentiated,37415000,1,
3429,ROT20181211,Creedia spp.,37395901,7,
3429,ROT20181211,Gobiidae - undifferentiated,37428000,1,
3429,ROT20181211,Labridae - undifferentiated,37384000,34,
3429,ROT20181211,Labridae: Odacinae - undifferentiated,37385000,5,
3429,ROT20181211,Monacanthidae - undifferentiated,37465903,11,
